UserID,total_events,total_sessions,total_purchases,total_spend,unique_events,first_activity,last_activity,active_days,purchase_frequency,inactivity_days,churn_label,activity_level,segment
176,74,10,12,3474.252318322627,7,2024-01-01 00:01:35.004064,2024-07-18 07:14:54.128818,199,0.0603,6,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
177,74,10,9,2472.382010848891,7,2024-01-01 00:55:30.407369,2024-07-24 06:18:42.064628,205,0.0439,0,Active,Low Activity,Low Activity-Active
178,71,10,18,4022.6922698761728,7,2024-01-04 13:21:17.714308,2024-07-23 11:05:39.405777,200,0.09,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
179,85,10,13,4009.7494221273582,7,2024-01-01 06:09:57.977729,2024-07-23 20:29:34.218602,204,0.0637,0,Active,High Activity,High Activity-Active
180,67,10,14,3578.237450611322,7,2024-01-05 12:01:58.796028,2024-07-20 22:32:15.868315,197,0.0711,3,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
181,86,10,13,3403.2622543290354,7,2024-01-04 22:31:10.175393,2024-07-23 04:16:32.053241,200,0.065,1,Active,High Activity,High Activity-Active
182,75,10,10,2667.802133993263,7,2024-01-03 22:34:56.352750,2024-07-23 18:50:15.414150,201,0.0498,0,Active,High Activity,High Activity-Active
183,79,10,15,4330.808974444965,7,2024-01-03 01:39:17.399934,2024-07-20 23:25:08.038366,199,0.0754,3,Active,High Activity,High Activity-Active
184,73,10,13,3605.0801688999263,7,2024-01-02 07:09:53.060269,2024-07-17 21:22:01.215206,197,0.066,6,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
185,90,10,9,2068.938506551683,7,2024-01-05 06:58:26.422156,2024-07-23 12:34:30.278446,200,0.045,0,Active,High Activity,High Activity-Active
186,79,10,12,2774.0695451961847,7,2024-01-05 00:18:22.868952,2024-07-23 01:48:15.740456,200,0.06,1,Active,High Activity,High Activity-Active
187,73,10,11,2328.9194018083417,7,2024-01-02 15:30:59.361495,2024-07-24 06:18:52.042586,203,0.0542,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
188,70,10,8,1668.8565798043417,7,2024-01-01 21:13:58.880181,2024-07-20 06:17:57.090626,200,0.04,4,Active,Low Activity,Low Activity-Active
189,78,10,14,3491.4398923777376,7,2024-01-03 22:34:06.666890,2024-07-21 09:49:17.925434,199,0.0704,3,Active,High Activity,High Activity-Active
190,73,10,7,1738.7359189765773,7,2024-01-02 21:31:44.484629,2024-07-24 02:12:07.000432,203,0.0345,0,Active,Low Activity,Low Activity-Active
191,74,10,10,2991.921399980789,7,2024-01-03 06:24:23.001909,2024-07-23 20:24:10.905248,202,0.0495,0,Active,Low Activity,Low Activity-Active
192,78,10,9,2145.940537922557,7,2024-01-04 07:43:56.965088,2024-07-22 00:04:28.716881,199,0.0452,2,Active,High Activity,High Activity-Active
193,72,10,11,2812.397490361372,7,2024-01-03 12:39:01.221103,2024-07-24 07:20:44.668262,202,0.0545,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
194,75,10,13,2970.6584000568973,7,2024-01-03 04:42:50.386523,2024-07-24 05:13:29.253020,203,0.064,0,Active,High Activity,High Activity-Active
195,82,10,11,2788.5393518313963,7,2024-01-01 02:01:04.438011,2024-07-21 16:31:57.986198,202,0.0545,2,Active,High Activity,High Activity-Active
196,81,10,9,3248.955362513298,7,2024-01-01 13:26:59.788403,2024-07-22 23:18:19.954801,203,0.0443,1,Active,High Activity,High Activity-Active
197,73,10,10,3296.2076372910087,7,2024-01-01 17:29:51.976362,2024-07-10 05:11:52.715180,190,0.0526,14,Potential Churn,Low Activity,Low Activity-Potential Churn
198,71,10,12,3516.3462143555166,7,2024-01-01 13:33:38.587740,2024-07-23 06:29:23.311892,203,0.0591,1,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
199,77,10,6,1680.971779001876,7,2024-01-05 04:54:03.102944,2024-07-23 06:19:52.699247,200,0.03,1,Active,High Activity,High Activity-Active
200,75,10,8,2176.6860992313245,7,2024-01-04 00:37:06.099184,2024-07-20 14:01:09.817990,198,0.0404,3,Active,High Activity,High Activity-Active
201,78,10,10,2698.6378000114987,7,2024-01-04 12:33:41.784543,2024-07-21 18:55:10.390242,199,0.0503,2,Active,High Activity,High Activity-Active
202,75,10,7,1461.583473269906,7,2024-01-06 00:01:51.997789,2024-07-23 05:49:26.561669,199,0.0352,1,Active,High Activity,High Activity-Active
203,71,10,8,1898.2762705894947,7,2024-01-03 12:06:19.845722,2024-07-23 11:10:23.107191,201,0.0398,0,Active,Low Activity,Low Activity-Active
204,63,10,10,2978.526323514181,7,2024-01-02 20:41:19.211479,2024-07-20 10:36:37.263024,199,0.0503,3,Active,Low Activity,Low Activity-Active
205,72,10,10,3801.995145617109,7,2024-01-02 17:36:24.625185,2024-07-24 08:30:53.150594,203,0.0493,0,Active,Low Activity,Low Activity-Active
206,73,10,13,3052.287219158736,7,2024-01-03 21:55:57.591893,2024-07-23 10:36:42.448622,201,0.0647,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
207,71,10,13,3903.873642983264,7,2024-01-02 15:55:50.997608,2024-07-23 08:12:48.715791,202,0.0644,1,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
208,72,10,7,1674.6436760554263,7,2024-01-02 13:26:10.394674,2024-07-22 04:02:09.530849,201,0.0348,2,Active,Low Activity,Low Activity-Active
209,72,10,9,2635.975199793901,7,2024-01-03 14:49:22.485607,2024-07-20 04:36:08.013303,198,0.0455,4,Active,Low Activity,Low Activity-Active
210,69,10,13,3445.261740080863,7,2024-01-02 18:59:40.551021,2024-07-09 07:30:54.721089,188,0.0691,15,Churned,Low Activity,Low Activity-Churned
211,69,10,10,3454.015254523252,7,2024-01-03 15:08:47.533050,2024-07-23 14:17:42.040604,201,0.0498,0,Active,Low Activity,Low Activity-Active
212,76,10,15,3276.807006115016,7,2024-01-04 00:56:01.228336,2024-07-21 16:30:27.169098,199,0.0754,2,Active,High Activity,High Activity-Active
213,75,10,11,1992.6104261690675,7,2024-01-03 02:09:07.261711,2024-07-21 00:52:35.412079,199,0.0553,3,Active,High Activity,High Activity-Active
214,81,10,16,4466.400274779173,7,2024-01-07 04:14:28.824737,2024-07-23 21:17:19.622354,198,0.0808,0,Active,High Activity,High Activity-Active
215,77,10,16,4036.6813536798727,7,2024-01-03 01:38:43.264654,2024-07-21 04:51:35.999032,200,0.08,3,Active,High Activity,High Activity-Active
216,75,10,14,4213.7713690354585,7,2024-01-03 08:38:50.122946,2024-07-22 18:18:21.148460,201,0.0697,1,Active,High Activity,High Activity-Active
217,74,10,9,1808.6518185260209,7,2024-01-01 16:16:29.579524,2024-07-21 19:25:11.248770,202,0.0446,2,Active,Low Activity,Low Activity-Active
218,68,10,7,1884.05587274206,7,2024-01-08 02:19:45.176671,2024-07-22 02:48:20.075999,196,0.0357,2,Active,Low Activity,Low Activity-Active
219,75,10,15,4427.453781127881,7,2024-01-02 12:51:13.254542,2024-07-24 04:56:25.962188,203,0.0739,0,Active,High Activity,High Activity-Active
220,80,10,17,3603.398667228381,7,2024-01-04 16:58:13.231630,2024-07-22 20:41:05.263113,200,0.085,1,Active,High Activity,High Activity-Active
221,76,10,15,3680.248691697386,7,2024-01-08 03:33:09.033465,2024-07-21 21:33:23.645292,195,0.0769,2,Active,High Activity,High Activity-Active
222,71,10,11,3086.356206084004,7,2024-01-05 13:15:36.046673,2024-07-23 02:18:10.484623,199,0.0553,1,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
223,85,10,11,1961.3964211372056,7,2024-01-01 06:18:04.884737,2024-07-23 01:16:53.621011,203,0.0542,1,Active,High Activity,High Activity-Active
224,80,10,15,4728.06871250512,7,2024-01-08 13:18:17.680471,2024-07-12 22:35:02.412817,186,0.0806,11,Potential Churn,High Activity,High Activity-Potential Churn
225,83,10,11,2143.283924514095,7,2024-01-03 14:23:13.462044,2024-07-22 02:58:58.157875,200,0.055,2,Active,High Activity,High Activity-Active
226,75,10,5,2194.741085990768,7,2024-01-01 00:46:25.671310,2024-07-18 13:31:30.475753,199,0.0251,5,Active,High Activity,High Activity-Active
227,73,10,9,2030.782029204068,7,2024-01-04 16:55:47.429162,2024-07-21 16:11:43.466702,198,0.0455,2,Active,Low Activity,Low Activity-Active
228,72,10,9,1982.421937357679,7,2024-01-03 07:17:31.746789,2024-07-20 14:18:15.927200,199,0.0452,3,Active,Low Activity,Low Activity-Active
229,70,10,9,1927.859679413552,7,2024-01-01 18:29:34.173146,2024-07-23 03:51:32.282651,203,0.0443,1,Active,Low Activity,Low Activity-Active
230,71,10,4,1186.6483087256197,7,2024-01-02 07:14:16.797251,2024-07-21 06:18:34.871121,200,0.02,3,Active,Low Activity,Low Activity-Active
231,73,10,10,2314.5215453646274,7,2024-01-05 18:22:01.056517,2024-07-22 01:40:31.229902,198,0.0505,2,Active,Low Activity,Low Activity-Active
232,75,10,9,1602.1962468216884,7,2024-01-05 04:36:29.861644,2024-07-19 07:20:04.687491,196,0.0459,5,Active,High Activity,High Activity-Active
233,76,10,9,2456.6482026332155,7,2024-01-04 18:53:06.723979,2024-07-22 12:14:27.930694,199,0.0452,1,Active,High Activity,High Activity-Active
234,81,10,8,1896.625971183528,7,2024-01-03 11:48:42.419676,2024-07-23 18:22:08.727808,202,0.0396,0,Active,High Activity,High Activity-Active
235,70,10,7,1547.144895630813,7,2024-01-01 16:32:39.859182,2024-07-22 15:38:45.069546,202,0.0347,1,Active,Low Activity,Low Activity-Active
236,75,10,14,3452.8803170629985,7,2024-01-09 21:58:55.968806,2024-07-23 20:00:50.287155,195,0.0718,0,Active,High Activity,High Activity-Active
237,76,10,10,2654.0597878303684,7,2024-01-05 00:34:55.992347,2024-07-22 19:48:14.948742,199,0.0503,1,Active,High Activity,High Activity-Active
238,68,10,9,2167.617613427161,7,2024-01-03 17:59:40.270468,2024-07-20 00:12:00.694293,198,0.0455,4,Active,Low Activity,Low Activity-Active
239,79,10,18,4306.50531600227,7,2024-01-01 10:05:02.584134,2024-07-19 16:16:02.539436,200,0.09,4,Active,High Activity,High Activity-Active
240,67,10,6,1802.4035124304564,7,2024-01-06 01:25:09.171186,2024-07-23 20:57:59.855959,199,0.0302,0,Active,Low Activity,Low Activity-Active
241,65,10,6,1527.066383883956,7,2024-01-01 22:41:26.676722,2024-07-23 01:13:29.766340,203,0.0296,1,Active,Low Activity,Low Activity-Active
242,63,10,9,3002.205455095973,7,2024-01-01 20:27:35.334192,2024-07-15 09:36:21.295702,195,0.0462,9,Potential Churn,Low Activity,Low Activity-Potential Churn
243,72,10,11,3803.491862769152,7,2024-01-06 06:10:39.390141,2024-07-23 04:40:30.187643,198,0.0556,1,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
244,76,10,7,1101.100352396828,7,2024-01-01 06:09:47.505177,2024-07-24 08:12:54.761754,205,0.0341,0,Active,High Activity,High Activity-Active
245,75,10,9,2979.0030122214057,7,2024-01-01 07:34:15.796253,2024-07-22 23:05:42.724986,203,0.0443,1,Active,High Activity,High Activity-Active
246,69,10,10,2978.2321098263133,7,2024-01-05 01:25:53.872566,2024-07-22 09:51:53.685384,199,0.0503,2,Active,Low Activity,Low Activity-Active
247,79,10,9,2509.452398727558,7,2024-01-05 19:25:01.160064,2024-07-15 19:09:36.192073,191,0.0471,8,Potential Churn,High Activity,High Activity-Potential Churn
248,76,10,7,2300.7524822065693,7,2024-01-01 14:07:11.598659,2024-07-24 09:00:12.390383,204,0.0343,0,Active,High Activity,High Activity-Active
249,64,10,9,2007.3780963508832,7,2024-01-01 08:04:05.997825,2024-07-21 13:49:13.715522,202,0.0446,2,Active,Low Activity,Low Activity-Active
250,80,10,9,3485.27850506712,7,2024-01-01 10:06:52.108922,2024-07-18 16:13:53.649756,199,0.0452,5,Active,High Activity,High Activity-Active
251,70,10,12,2822.347841442778,7,2024-01-01 00:44:09.878293,2024-07-20 15:39:52.992122,201,0.0597,3,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
252,70,10,12,2289.260220335115,7,2024-01-01 11:12:27.283750,2024-07-17 23:02:05.146973,198,0.0606,6,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
253,69,10,10,3252.5430857779784,7,2024-01-06 00:37:46.381261,2024-07-24 07:19:29.906694,200,0.05,0,Active,Low Activity,Low Activity-Active
254,84,10,19,4184.671120962657,7,2024-01-01 04:52:51.731227,2024-07-20 17:32:38.643781,201,0.0945,3,Active,High Activity,High Activity-Active
255,72,10,6,1899.0332329488767,7,2024-01-06 12:25:01.883180,2024-07-21 03:24:05.816060,196,0.0306,3,Active,Low Activity,Low Activity-Active
256,74,10,9,2942.6631282492262,7,2024-01-01 11:05:55.687217,2024-07-19 18:32:53.256423,200,0.045,4,Active,Low Activity,Low Activity-Active
257,84,10,13,3126.0650067616416,7,2024-01-01 13:26:46.788726,2024-07-23 14:50:20.403054,204,0.0637,0,Active,High Activity,High Activity-Active
258,74,10,7,1978.131830177887,7,2024-01-01 23:02:40.470812,2024-07-21 13:17:53.776393,201,0.0348,2,Active,Low Activity,Low Activity-Active
259,67,10,12,3571.6178515477145,7,2024-01-05 05:35:19.431624,2024-07-20 12:03:26.311451,197,0.0609,3,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
260,68,10,17,4934.514388198807,7,2024-01-03 10:01:32.570338,2024-07-23 08:21:26.678478,201,0.0846,1,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
261,80,10,14,3992.5679455177033,7,2024-01-02 03:39:45.972323,2024-07-23 03:11:49.478817,202,0.0693,1,Active,High Activity,High Activity-Active
262,74,10,8,1588.8891285282857,7,2024-01-02 01:22:09.073295,2024-07-23 04:25:29.311714,203,0.0394,1,Active,Low Activity,Low Activity-Active
263,74,10,13,3380.967022032562,7,2024-01-03 21:59:48.804208,2024-07-24 01:11:28.579811,202,0.0644,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
264,73,10,15,3151.938861247878,7,2024-01-03 03:53:31.503238,2024-07-23 12:42:10.592238,202,0.0743,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
265,64,10,16,2919.523448327165,7,2024-01-01 19:27:13.078515,2024-07-24 00:19:13.170359,204,0.0784,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
266,81,10,17,4637.403647579957,7,2024-01-01 18:49:16.344949,2024-07-15 11:04:04.765523,195,0.0872,8,Potential Churn,High Activity,High Activity-Potential Churn
267,73,10,8,2588.429145882102,7,2024-01-01 09:20:56.118031,2024-07-21 17:52:20.181582,202,0.0396,2,Active,Low Activity,Low Activity-Active
268,68,10,10,2366.424169076533,7,2024-01-01 00:46:34.194085,2024-07-21 19:49:02.184990,202,0.0495,2,Active,Low Activity,Low Activity-Active
269,72,10,14,3606.2667097569847,7,2024-01-02 00:50:00.264867,2024-07-24 05:13:36.176070,204,0.0686,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
270,79,10,15,3690.322601158498,7,2024-01-03 17:02:40.501078,2024-07-21 20:15:48.400346,200,0.075,2,Active,High Activity,High Activity-Active
271,84,10,14,3584.1153569666603,7,2024-01-01 00:42:53.485216,2024-07-20 18:51:43.505702,201,0.0697,3,Active,High Activity,High Activity-Active
272,71,10,9,2823.3667310587807,7,2024-01-16 10:18:56.728640,2024-07-23 21:57:13.951345,189,0.0476,0,Active,Low Activity,Low Activity-Active
273,75,10,10,2859.796866831802,7,2024-01-05 08:35:07.228528,2024-07-20 03:05:18.793388,196,0.051,4,Active,High Activity,High Activity-Active
274,82,10,10,2988.848054415237,7,2024-01-03 17:01:15.011642,2024-07-22 16:54:33.266474,200,0.05,1,Active,High Activity,High Activity-Active
275,80,10,8,1867.5260101715385,7,2024-01-02 09:13:06.254624,2024-07-21 20:03:05.268583,201,0.0398,2,Active,High Activity,High Activity-Active
276,75,10,9,2093.1007585007587,7,2024-01-04 16:20:30.987196,2024-07-19 19:39:26.941194,197,0.0457,4,Active,High Activity,High Activity-Active
277,77,10,19,4767.157711406196,7,2024-01-01 09:39:21.117601,2024-07-22 08:29:49.656575,202,0.0941,2,Active,High Activity,High Activity-Active
278,71,10,10,3082.36649021671,7,2024-01-04 21:44:07.805493,2024-07-19 08:23:58.003829,196,0.051,5,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
279,73,10,7,1725.413034672845,7,2024-01-03 14:02:10.262518,2024-07-23 03:58:08.938545,201,0.0348,1,Active,Low Activity,Low Activity-Active
280,69,10,6,1327.3904940570044,7,2024-01-02 04:40:02.739834,2024-07-23 19:50:23.038951,203,0.0296,0,Active,Low Activity,Low Activity-Active
281,68,10,10,2385.000588496204,7,2024-01-09 08:27:16.954607,2024-07-21 06:26:27.960355,193,0.0518,3,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
282,70,10,8,1573.3796102974006,7,2024-01-01 07:17:20.570933,2024-07-23 12:18:51.113153,204,0.0392,0,Active,Low Activity,Low Activity-Active
283,82,10,13,2870.208994252052,7,2024-01-01 01:26:45.451988,2024-07-19 17:26:00.281212,200,0.065,4,Active,High Activity,High Activity-Active
284,71,10,6,1833.188296390936,7,2024-01-01 18:32:18.387412,2024-07-14 08:29:56.374268,194,0.0309,10,Potential Churn,Low Activity,Low Activity-Potential Churn
285,76,10,5,731.1255525561536,7,2024-01-02 05:16:00.065750,2024-07-23 02:32:10.851584,202,0.0248,1,Active,High Activity,High Activity-Active
286,77,10,18,5815.616394335221,7,2024-01-04 00:39:14.491080,2024-07-19 20:13:40.362759,197,0.0914,4,Active,High Activity,High Activity-Active
287,72,10,6,1843.7676384939205,7,2024-01-01 08:27:41.094719,2024-07-23 14:46:20.751173,204,0.0294,0,Active,Low Activity,Low Activity-Active
288,71,10,9,2898.133584150046,7,2024-01-03 03:58:44.370676,2024-07-19 16:54:04.460014,198,0.0455,4,Active,Low Activity,Low Activity-Active
289,66,10,11,3667.6866010912513,7,2024-01-01 12:51:04.774996,2024-07-22 13:21:15.418678,203,0.0542,1,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
290,63,10,8,2374.869504279008,7,2024-01-05 13:10:45.263464,2024-07-20 05:38:37.933175,196,0.0408,4,Active,Low Activity,Low Activity-Active
291,68,10,9,2575.555628763595,7,2024-01-03 01:32:35.504938,2024-07-17 17:56:33.629930,196,0.0459,6,Active,Low Activity,Low Activity-Active
292,65,10,5,936.249780763253,7,2024-01-04 14:38:53.168437,2024-07-22 17:33:40.040303,200,0.025,1,Active,Low Activity,Low Activity-Active
293,78,10,9,1712.038657304937,7,2024-01-04 16:49:56.409561,2024-07-23 20:52:45.018332,201,0.0448,0,Active,High Activity,High Activity-Active
294,72,10,7,1338.2395084042817,7,2024-01-24 07:10:43.389207,2024-07-23 06:38:30.889647,180,0.0389,1,Active,Low Activity,Low Activity-Active
295,77,10,16,4336.032809477913,7,2024-01-05 11:51:57.264468,2024-07-15 13:47:39.555686,192,0.0833,8,Potential Churn,High Activity,High Activity-Potential Churn
296,63,10,7,1629.437475755699,7,2024-01-01 10:49:31.296057,2024-07-15 19:17:47.789119,196,0.0357,8,Potential Churn,Low Activity,Low Activity-Potential Churn
297,73,10,9,2177.5375797890283,7,2024-01-04 20:28:51.325346,2024-07-23 01:45:27.042741,200,0.045,1,Active,Low Activity,Low Activity-Active
298,78,10,13,1830.282046728852,7,2024-01-05 14:23:21.526086,2024-07-16 00:38:19.002076,192,0.0677,8,Potential Churn,High Activity,High Activity-Potential Churn
299,72,10,13,2666.084837432541,7,2024-01-03 12:35:41.362105,2024-07-21 17:55:25.168491,200,0.065,2,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
300,74,10,8,1964.68148409061,7,2024-01-03 03:48:37.924035,2024-07-24 06:58:05.801326,203,0.0394,0,Active,Low Activity,Low Activity-Active
301,78,10,9,1938.4361569577609,7,2024-01-03 13:57:21.723857,2024-07-23 19:07:28.444368,202,0.0446,0,Active,High Activity,High Activity-Active
302,82,10,18,4150.639682232195,7,2024-01-03 05:59:57.090704,2024-07-23 15:41:01.986699,202,0.0891,0,Active,High Activity,High Activity-Active
303,77,10,7,1992.2104151669903,7,2024-01-01 17:25:16.512384,2024-07-21 17:41:05.545097,202,0.0347,2,Active,High Activity,High Activity-Active
304,78,10,8,1807.406672929608,7,2024-01-10 03:10:23.797068,2024-07-20 20:49:15.272389,192,0.0417,3,Active,High Activity,High Activity-Active
305,81,10,9,1342.207250137089,7,2024-01-01 15:32:06.781069,2024-07-23 22:41:53.999841,204,0.0441,0,Active,High Activity,High Activity-Active
306,77,10,10,3183.2441507175004,7,2024-01-02 07:39:33.237569,2024-07-23 09:25:15.349833,203,0.0493,1,Active,High Activity,High Activity-Active
307,80,10,13,3912.285387873419,7,2024-01-03 21:49:02.951651,2024-07-22 12:22:19.035430,200,0.065,1,Active,High Activity,High Activity-Active
308,80,10,19,4229.421047633415,7,2024-01-01 22:44:24.686914,2024-07-20 17:49:52.096483,200,0.095,3,Active,High Activity,High Activity-Active
309,69,10,14,4147.108476061939,7,2024-01-01 23:53:26.281646,2024-07-22 21:03:03.320495,202,0.0693,1,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
310,79,10,9,2459.339663910402,7,2024-01-18 19:30:01.937423,2024-07-22 11:05:42.648447,185,0.0486,1,Active,High Activity,High Activity-Active
311,77,10,10,2263.097334022561,7,2024-01-03 12:13:22.392711,2024-07-24 09:40:51.949233,202,0.0495,0,Active,High Activity,High Activity-Active
312,75,10,9,2553.6957154930697,7,2024-01-04 16:22:37.129249,2024-07-23 19:01:36.478988,201,0.0448,0,Active,High Activity,High Activity-Active
313,75,10,14,4010.402690781051,7,2024-01-01 12:59:08.175832,2024-07-23 09:46:53.514772,203,0.069,1,Active,High Activity,High Activity-Active
314,70,10,10,3095.1364155852875,7,2024-01-05 22:08:07.113949,2024-07-20 06:44:43.629134,196,0.051,4,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
315,79,10,13,2566.881261656581,7,2024-01-03 14:52:28.192642,2024-07-16 06:28:58.480880,194,0.067,8,Potential Churn,High Activity,High Activity-Potential Churn
316,75,10,11,2423.3037624276653,7,2024-01-01 00:58:07.350013,2024-07-21 22:13:18.336246,202,0.0545,2,Active,High Activity,High Activity-Active
317,78,10,14,4366.250677083935,7,2024-01-05 08:32:11.520853,2024-07-22 22:17:48.167193,199,0.0704,1,Active,High Activity,High Activity-Active
318,69,10,6,1711.2418758973429,7,2024-01-03 20:06:20.403432,2024-07-21 00:47:18.544556,199,0.0302,3,Active,Low Activity,Low Activity-Active
319,71,10,14,3412.6213250866303,7,2024-01-06 03:38:33.782035,2024-07-11 00:27:23.583634,186,0.0753,13,Potential Churn,Low Activity,Low Activity-Potential Churn
320,81,10,12,2735.044518376295,7,2024-01-05 17:13:52.930131,2024-07-21 20:50:21.507774,198,0.0606,2,Active,High Activity,High Activity-Active
321,75,10,11,3077.492165027332,7,2024-01-02 09:22:12.293496,2024-07-20 10:13:09.730160,200,0.055,3,Active,High Activity,High Activity-Active
322,82,10,10,2655.3459912609537,7,2024-01-01 18:18:49.440141,2024-07-14 10:55:05.116828,194,0.0515,9,Potential Churn,High Activity,High Activity-Potential Churn
323,76,10,14,3528.2489649847653,7,2024-01-01 23:20:38.566810,2024-07-22 18:37:12.303474,202,0.0693,1,Active,High Activity,High Activity-Active
324,78,10,8,1509.6661283690787,7,2024-01-01 18:52:43.015524,2024-07-22 18:57:51.834441,203,0.0394,1,Active,High Activity,High Activity-Active
325,69,10,7,2111.504632093907,7,2024-01-02 11:32:58.483341,2024-07-20 22:20:21.810891,200,0.035,3,Active,Low Activity,Low Activity-Active
326,67,10,10,2305.766580911456,7,2024-01-03 21:34:05.431744,2024-07-12 16:27:52.653535,190,0.0526,11,Potential Churn,Low Activity,Low Activity-Potential Churn
327,77,10,20,4058.824658293877,7,2024-01-01 10:44:28.875797,2024-07-16 01:56:00.176384,196,0.102,8,Potential Churn,High Activity,High Activity-Potential Churn
328,76,10,12,3965.8153118416953,7,2024-01-02 03:45:04.734702,2024-07-15 17:32:06.626343,195,0.0615,8,Potential Churn,High Activity,High Activity-Potential Churn
329,77,10,12,2989.87284410292,7,2024-01-02 10:50:12.512570,2024-07-20 03:24:37.484262,199,0.0603,4,Active,High Activity,High Activity-Active
330,79,10,14,2588.715784531274,7,2024-01-05 03:34:32.150860,2024-07-23 05:37:37.593402,200,0.07,1,Active,High Activity,High Activity-Active
331,69,10,9,2679.2840480841137,7,2024-01-01 17:57:29.853837,2024-07-19 00:41:08.237059,199,0.0452,5,Active,Low Activity,Low Activity-Active
332,71,10,10,1752.1534659575311,7,2024-01-01 14:41:18.588435,2024-07-22 21:10:26.283459,203,0.0493,1,Active,Low Activity,Low Activity-Active
333,74,10,12,2812.0452458999143,7,2024-01-01 21:01:23.623168,2024-07-24 05:11:49.934394,204,0.0588,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
334,76,10,11,2307.082867820526,7,2024-01-06 02:05:59.398000,2024-07-23 04:32:39.139389,199,0.0553,1,Active,High Activity,High Activity-Active
335,78,10,10,2914.831465634277,7,2024-01-01 03:05:08.909257,2024-07-21 23:43:51.066097,202,0.0495,2,Active,High Activity,High Activity-Active
336,74,10,9,2111.074417307479,7,2024-01-09 03:52:37.877064,2024-07-23 08:34:58.879637,196,0.0459,1,Active,Low Activity,Low Activity-Active
337,78,10,8,2133.9101461712303,7,2024-01-02 11:56:02.283263,2024-07-23 09:32:46.679950,202,0.0396,1,Active,High Activity,High Activity-Active
338,68,10,15,3944.416346072005,7,2024-01-01 16:11:32.408706,2024-07-24 03:42:38.806624,204,0.0735,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
339,74,10,11,3148.4054053258787,7,2024-01-04 02:11:06.787032,2024-07-19 11:55:02.471941,197,0.0558,4,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
340,73,10,9,2373.094703890144,7,2024-01-03 22:34:43.131245,2024-07-24 04:16:42.913846,202,0.0446,0,Active,Low Activity,Low Activity-Active
341,84,10,12,3212.6981773495263,7,2024-01-01 00:28:14.885796,2024-07-22 23:45:38.471533,203,0.0591,1,Active,High Activity,High Activity-Active
342,76,10,15,4194.258350923437,7,2024-01-01 01:06:44.759860,2024-07-21 07:45:55.636976,202,0.0743,3,Active,High Activity,High Activity-Active
343,78,10,7,1472.9756468559087,7,2024-01-01 15:51:07.007205,2024-07-16 23:51:21.151309,197,0.0355,7,Potential Churn,High Activity,High Activity-Potential Churn
344,71,10,18,4318.9552871557225,7,2024-01-01 08:40:26.867813,2024-07-18 07:52:09.895161,198,0.0909,6,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
345,74,10,14,4131.444909540049,7,2024-01-02 06:34:37.184155,2024-07-20 02:25:29.773978,199,0.0704,4,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
346,79,10,16,4232.943232599916,7,2024-01-02 00:59:05.729297,2024-07-24 02:50:03.633463,204,0.0784,0,Active,High Activity,High Activity-Active
347,58,10,14,3311.989700919608,7,2024-01-08 00:23:00.662211,2024-07-14 23:34:10.560538,188,0.0745,9,Potential Churn,Low Activity,Low Activity-Potential Churn
348,63,10,12,2921.213382968944,7,2024-01-05 18:43:05.916168,2024-07-24 05:10:16.872810,200,0.06,0,Active,Low Activity,Low Activity - Retained (Quiet Loyal)
349,78,10,13,3699.532843903359,7,2024-01-01 04:59:30.933720,2024-07-23 06:15:49.890440,204,0.0637,1,Active,High Activity,High Activity-Active
350,85,10,9,2907.422141592226,7,2024-01-01 07:04:34.811693,2024-07-21 02:14:56.642767,201,0.0448,3,Active,High Activity,High Activity-Active
351,71,10,9,1943.5700250560485,7,2024-01-01 15:25:54.476442,2024-07-20 21:23:53.918914,201,0.0448,3,Active,Low Activity,Low Activity-Active
